age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
55,M,1266,Seule,3,false,3444 DJ 63
37,M,486,Célibataire,0,false,6074 PK 83
31,F,538,En Couple,3,false,1002 QY 28
39,M,1273,En Couple,4,false,9393 UO 10
28,M,494,En Couple,3,false,6287 TF 39
64,M,209,En Couple,0,false,3223 TD 52
64,F,1251,En Couple,4,true,9718 VS 61
47,M,545,En Couple,1,true,3760 MW 58
22,M,907,En Couple,4,false,7525 NQ 32
64,M,189,En Couple,2,false,6995 AH 64
32,M,592,En Couple,0,false,7781 CY 81
41,M,862,En Couple,4,false,2201 HV 48
50,M,1108,Célibataire,0,false,5840 GU 53
62,M,191,Célibataire,0,false,2478 NE 78
56,M,520,Célibataire,0,false,2369 TC 68
40,F,1058,Célibataire,0,false,3166 MK 23
60,F,229,En Couple,1,false,5815 FX 69
28,F,799,En Couple,2,false,1656 BT 88
39,M,158,En Couple,2,false,8465 JA 46
39,M,179,En Couple,2,false,8574 FM 53
48,M,466,En Couple,0,false,9730 TA 37
75,M,431,Célibataire,0,false,9555 XP 59
48,F,541,En Couple,4,false,590 UA 85
79,M,227,En Couple,2,false,9259 UW 37
44,F,415,En Couple,0,true,8347 CE 47
35,M,1337,Célibataire,0,false,1774 OQ 55
19,M, ,En Couple,4,false,5313 ME 96
25,M,550,En Couple,0,false,4276 IX 18
44,M,423,Célibataire,0,false,5450 HH 12
65,M,248,En Couple,4,false,8489 HB 58
48,M,530,En Couple,1,false,8978 ZN 30
40,M,154,En Couple,4,true,3162 GN 87
58,F,428,En Couple,2,false,6983 SC 60
58,F,185,En Couple,4,false,8630 BJ 71
33,F,703,Seule,2,false,7881 CF 33
72,M,236,Célibataire,0,false,126 BY 65
23,M,186,Célibataire,0,false,986 EO 82
75,M,527,En Couple,2,true,1510 PN 73
55,M,237,En Couple,4,false,7407 IB 53
35,F,415,Célibataire,0,false,7553 IW 87
74,M,558,En Couple,2,true,8542 MF 70
47,M,1339,Célibataire,0,false,4967 GR 23
21,M,588,Célibataire,0,false,3517 MX 29
67,M,153,En Couple,1,false,1266 DG 25
75,M,543,Célibataire,0,false,9033 UV 67
34,M,512,Célibataire,0,false,8060 XZ 61
50,F,543,En Couple,3,true,3035 YM 21
22,M,422,En Couple,4,false,5250 YA 54
79,M,462,En Couple,1,false,6356 AX 67
83,M,547,En Couple,4,true,2132 PA 47
57,M,402,En Couple,0,false,4562 BK 77
65,F,725,En Couple,2,false,3362 KP 45
33,F,1397,Célibataire,0,false,392 DW 64
23,F,728,En Couple,1,false,5407 PO 63
72,M,241,Célibataire,0,false,8026 LQ 22
24,F,518,En Couple,2,false,1330 KV 81
62,M,1142,En Couple,4,true,173 PR 44
23,F,587,En Couple,3,false,3248 TE 39
62,F,427,En Couple,2,false,9355 IC 30
27,M,451,En Couple,1,false,419 YF 76
73,F,463,En Couple,2,false,429 XI 62
56,M,888,En Couple,2,true,2661 HH 39
38,F,1023,Célibataire,0,false,1998 SZ 27
75,F,442,En Couple,4,false,2084 SK 95
28,M,720,Célibataire,0,false,3534 RD 35
82,Masculin,402,Célibataire,0,false,8000 RK 33
18,F,456,En Couple,2,false,7932 UJ 50
59,M,529,Célibataire,0,false,9656 YA 58
48,M,520,Seule,1,false,3771 TD 25
31,M,979,Célibataire,0,false,832 CI 49
82,F,1180,Célibataire,0,false,4669 HV 64
38,F,172,En Couple,4,false,206 QY 76
50,F,442,En Couple,3,false,2330 NB 29
56,M,997,En Couple,0,true,6264 NQ 55
24,M,197,En Couple,3,true,7066 IN 28
25,M,527,En Couple,4,false,9622 BR 88
41,F,169,En Couple,4,false,1110 PL 89
47,F,774,En Couple,1,false,3606 SK 87
45,F,587,Célibataire,0,false,1451 RT 13
47,M,205,Célibataire,0,false,3298 KA 77
84,M,483,Célibataire,0,false,3414 YR 14
43,F,506,En Couple,2,false,6875 KQ 57
34,F,1030,Célibataire,0,false,7288 UL 45
19,F,481,Célibataire,0,false,4562 DE 51
41,F,157,En Couple,0,false,7090 HY 24
26,M,433,En Couple,0,false,2393 AZ 69
20,M,476,En Couple,1,false,1946 ZR 51
24,M,581,Célibataire,0,false,4021 WR 95
67,M,547,En Couple,1,true,3572 RL 68
25,F,1386,En Couple,2,false,9839 OJ 59
44,M,1259,En Couple,1,false,202 RF 73
47,M,595,En Couple,1,false,4846 VU 10
18,M,424,En Couple,2,true,8404 KE 45
19,M,514,En Couple,2,false,205 MX 65
66,M,559,En Couple,2,false,4112 MT 16
74,F,156,En Couple,2,true,8027 QE 30
36,M,223,En Couple,0,true,8554 XB 70
38,M,458,Célibataire,0,false,4614 ZT 72
24,M,540,Célibataire,0,false,356 BZ 49
28,F,728,En Couple,4,false,4350 QS 77
46,M,501,En Couple,4,false,2031 CN 10
56,M,1232,Célibataire,0,false,6168 JH 10
54,M,471,Célibataire,0,false,2256 ZF 36
76,Homme,763,Célibataire,0,false,5416 TL 12
18,M,449,Célibataire,0,false,1516 RX 90
20,M,245,En Couple,0,false,7253 WF 83
31,F,243,En Couple,2,false,3883 HE 30
45,M,598,En Couple,1,false,4968 IX 68
74,M,976,Célibataire,0,false,168 OP 55
44,M,510,Célibataire,0,false,3436 JU 84
26,M,508,En Couple,2,false,2462 BD 33
48,F,598,En Couple,1,false,5519 TD 13
36,F,513,En Couple,3,false,6108 GJ 74
75,M,401,En Couple,0,false,911 VN 71
47,M,487,En Couple,1,true,3586 JL 11
34,Féminin,467,En Couple,2,false,766 EV 58
73,F, ,En Couple,0,true,2465 GR 50
44,M,241,En Couple,0,false,5054 UC 82
80,M,1285,En Couple,2,false,8335 DS 73
73,F,407,En Couple,2,false,6837 NP 69
57,F,498,Célibataire,0,false,9808 LI 52
21,F,741,En Couple,2,false,1562 HG 60
46,M,550,Célibataire,0,false,4189 AO 50
56,M,461,En Couple,2,false,1045 SJ 80
79,M,534,Célibataire,0,false,1312 VF 59
31,M,780,En Couple,2,false,8626 IQ 95
26,F,228,En Couple,3,false,4038 GE 77
44,M,789,En Couple,1,false,430 HW 13
48,F,505,En Couple,3,true,2011 DB 20
24,M,555,En Couple,3,false,7080 OX 76
28,M,590,Célibataire,0,false,1585 GI 94
54,F,486,En Couple,3,true,4929 XJ 83
52,M,847,En Couple, ,true,7257 PD 87
65,M,877,En Couple,2,false,684 HV 11
81,M,586,En Couple,1,true,5895 FL 67
66,M,233,En Couple,2,false,2110 IF 90
26,F,1183,Célibataire,0,false,6833 DD 98
54,M,1016,En Couple,0,false,7886 CG 45
58,M,163,En Couple,1,false,8464 ZP 50
58,F,598,En Couple,1,false,5670 ZV 65
55,M,1110,En Couple,0,false,2878 XQ 20
20,M,244,En Couple,0,true,3647 HO 71
25,F,700,En Couple,2,false,8582 LR 19
45,M,425,En Couple,1,true,2552 WO 25
52,F,166,Célibataire,0,false,7031 YY 68
46,F,558,En Couple,1,false,8256 HQ 85
34,M,559,En Couple,0,false,8417 UR 70
56,M,450,En Couple,4,false,9319 BB 54
60,F,1393,Seule,2,false,2213 CS 63
24,M,506,En Couple,3,true,593 QG 56
44,M,405,En Couple,1,false,8936 BC 77
47,M,528,En Couple,3,false,3506 VQ 43
46,F,494,Célibataire,0,false,864 EJ 46
66,M,1277,Célibataire,0,false,130 BM 78
58,M,919,Célibataire,0,false,4773 ZL 57
20,F,206,En Couple,2,true,9465 NJ 16
40,M,523,En Couple,1,true,2273 HA 42
47,M,402,En Couple,2,false,4372 AY 32
81,M,414,En Couple,1,false,704 PQ 24
83,M,1189,Célibataire,0,false,1102 RO 69
23,M,538,Célibataire,0,false,1840 OE 33
24,F,161,Marié(e),0,true,2055 CR 97
61,M,780,En Couple,1,false,8738 GP 64
30,F,521,En Couple,2,true,3504 DY 37
23,M,157,En Couple,3,false,2006 RF 91
47,M,177,Célibataire,0,false,3724 TM 40
26,M,497,Célibataire,0,false,6914 KW 94
41,M,509,En Couple,1,true,7841 MZ 40
57,M,1127,En Couple,4,false,9644 ER 72
18,M,497,En Couple,2,true,4276 EE 22
76,M,1069,Marié(e),2,false,1322 AS 85
38,M,592,Célibataire,0,false,512 XM 48
51,M,1217,En Couple,0,false,5113 XR 72
51,M,576,En Couple,4,false,2799 TT 37
20,Masculin,1364,Célibataire,0,false,3315 ES 95
42,M,802,En Couple,2,false,1806 YY 87
43,M,448,En Couple,4,true,294 HI 13
69,F,1151,En Couple,1,false,7197 ZG 66
31,F,537,Célibataire,0,false,5508 AJ 22
35,M,402,En Couple,4,false,1596 NI 49
66,M,508,En Couple,3,false,3005 QI 29
23,F,1273,En Couple,2,false,1311 WI 41
36,F,954,En Couple,0,false,2822 AI 13
59,M,854,Célibataire,0,false,5371 TE 16
49,F,867,Célibataire,0,false,1956 RZ 71
58,F,1020,Célibataire,0,false,5990 UI 35
69,M,462,Marié(e),1,false,3153 MR 85
31,F,457,En Couple,2,false,2666 PT 56
30,F,1362,En Couple,2,true,7158 FL 29
74,M,1177,En Couple,1,false,6225 SW 89
70,F,530,En Couple,2,false,3055 YU 10
44,F,1016,Célibataire,0,false,5722 HD 12
57,M,424,En Couple,2,true,5514 DQ 93
38,Masculin,1045,En Couple,1,true,3042 VQ 32
33,F,217,Célibataire,0,false,3895 AF 17
28,M,427,En Couple,1,false,1564 ZO 75
29,M,577,Célibataire,0,false,7016 XK 91
41,M,1082,En Couple,0,false,3257 AA 37
45,M,1180,En Couple,4,true,6642 ZA 46
26,F,519,En Couple,1,true,416 SS 14
72,M,547,Célibataire,0,false,4442 WW 42
65,M,1370,En Couple,2,false,4791 PV 60
69,M,576,En Couple,1,false,9737 NL 12
56,F,778,En Couple,4,true,327 FA 26
25,M,475,Seule,1,false,1752 VV 77
24,F,580,En Couple,0,true,2603 OX 26
60,M,474,En Couple,3,false,8260 OV 13
47,M,852,En Couple,1,false,4497 EW 74
82,F,987,Célibataire,0,false,2154 XD 44
53,M,514,Célibataire,0,false,39 YI 60
38,M,401,Célibataire,0,false,5275 DA 92
41,M,1181,Célibataire,0,false,9102 XN 73
51,M,433,Célibataire,0,false,8649 SO 30
49,F,469,Célibataire,0,false,9898 PR 73
34,M,517,Célibataire,0,false,9848 QT 87
25,M,999,En Couple,0,false,8432 NB 27
30,M,1142,En Couple,3,false,7693 MH 84
33,F,?,Célibataire,0,false,5367 HB 47
24,M,447,Seule,3,false,4434 YG 77
33,M,477,En Couple,1,false,6007 CU 57
33,M,1101,En Couple,0,true,3456 EL 69
28,M,249,En Couple,1,false,3292 ZX 14
18,M,578,En Couple,1,false,8914 KW 91
23,F,405,En Couple,4,false,7363 IW 19
52,M,599,En Couple,3,false,8904 BF 24
64,F,1282,Célibataire,0,false,4730 AB 46
35,M,197,Célibataire,0,false,3905 VV 38
24,M,1029,Célibataire,0,false,5124 IE 38
53,M,1216,Célibataire,0,false,1823 SU 22
20,F,574,En Couple,4,false,7507 JQ 26
42,M,758,En Couple,0,true,3383 DY 22
31,M,428,En Couple,0,false,3052 WR 51
19,M,179,Célibataire,0,false,3134 BW 55
33,M,229,En Couple,4,false,742 WE 51
35,M,508,En Couple,1,false,9324 QR 41
54,F,598,En Couple,4,false,442 WA 89
46,M,1065,En Couple,1,true,1900 ST 83
35,M,1018,En Couple,0,true,372 DU 72
42,M,483,Célibataire,0,false,4681 SJ 34
42,M,585,En Couple,4,false,3632 XD 44
67,M,1154,En Couple,3,false,6227 LY 85
73,F,1300,En Couple,1,true,3789 WP 74
48,M,830,En Couple,1,false,2744 MW 29
29,M,742,En Couple,0,false,7805 KB 13
39,M,168,En Couple,0,false,1658 TX 93
83,M,466,Célibataire,0,false,5522 HR 33
31,M,457,En Couple,3,true,335 WC 15
55,M,208,Seule,2,false,386 WG 45
44,M,197,En Couple,3,false,6347 NE 50
46,M,400,En Couple,2,false,7300 AG 89
33,M,469,En Couple,2,?,135 FB 20
35,M,830,Seule,1,false,9280 DV 43
20,M,1318,Célibataire,0,false,1838 ZM 52
55,F,753,En Couple,4,false,8387 FQ 85
54,M,1286,En Couple,3,false,7498 OX 80
52,M,483,En Couple,1,false,696 HM 52
32,F,879,En Couple,1,false,2443 HO 58
34,M,559,En Couple,3,false,2735 KV 98
63,M,562,En Couple,0,false,1951 MG 29
25,F,1069,En Couple,1,true,953 HR 71
36,F,516,En Couple,4,false,5514 TE 71
78,F,460,Seule,1,false,1993 CN 64
19,F,1011,Célibataire,0,false,7632 TY 11
34,M,764,En Couple,0,true,7892 WC 47
23,F,429,Seule,2,false,2133 OW 91
25,M,499,En Couple,2,false,9777 AD 67
48,M,212,Célibataire,0,false,9252 VL 97
25,M,1177,En Couple,4,false,8666 BQ 51
66,Masculin,563,En Couple,3,true,2340 MM 88
20,F,1323,Célibataire,0,false,8889 NH 56
58,F,1362,Célibataire,0,false,6020 ST 69
27,M,1386,En Couple,3,true,2811 HA 38
27,M,716,En Couple,1,false,6944 VB 35
21,M,527,En Couple,0,false,848 AA 59
19,M,231,En Couple,1,false,8296 RX 88
62,M,194,Célibataire,0,false,2472 UL 11
26,F,183,En Couple,2,false,3056 ZB 71
19,M,841,En Couple,2,false,4518 EX 92
23,F,440,En Couple,0,true,410 HI 97
21,M,571,Célibataire,0,false,5905 ZL 52
55,M,754,En Couple,1,false,9661 FD 84
36,M,231,En Couple,0,true,2574 CE 77
43,F,589,En Couple,2,false,6113 NP 46
34,F,464,Célibataire,0,false,2806 SX 51
26,M,408,Célibataire,0,false,3264 FP 10
19,Homme,477,Célibataire,0,false,4134 XN 15
75,M,400,En Couple,4,true,38 NA 18
40,M,440,Seule,1,false,921 CN 50
46,M,924,En Couple,0,false,5394 SA 60
34,M,501,Célibataire,0,false,6176 IC 96
32,F,567,En Couple,3,false,66 GZ 68
29,M,533,En Couple,3,false,2666 BM 81
81,F,1172,Célibataire,0,false,3706 FN 82
28,M,1369,Célibataire,0,false,6571 RA 82
42,M,186,Célibataire,0,false,3773 GJ 58
26,M,225,Célibataire,0,false,6569 PD 24
77,Masculin,466,En Couple,0,false,6642 PM 53
80,F,555,Célibataire,0,false,7513 KJ 65
48,M,465,Célibataire,0,false,4752 JU 29
61,F,164,Célibataire,0,false,8678 HJ 47
64,M,187,En Couple,1,false,3569 UD 19
56,M,408,En Couple,1,false,4266 ZA 62
48,M,230,Célibataire,0,false,3106 BJ 60
19,M,153,En Couple,0,false,7859 AG 94
52,M,181,En Couple,3,false,7473 UF 67
42,M,532,En Couple,0,false,8751 KT 29
22,M,449,En Couple,2,true,4653 PM 63
27,M,206,En Couple,1,true,2767 KD 19
21,F,430,Célibataire,0,false,298 XK 85
39,M,472,Célibataire,0,false,2023 LP 81
24,M,189,En Couple,0,false,1690 OS 44
77,F,503,En Couple,2,false,4492 ZE 16
28,M,595,N/D,0,false,8067 KR 38
84,M,403,Célibataire,0,false,7924 XW 46
26,M,242,En Couple,0,false,2367 FZ 36
79,M,496,En Couple,4,false,1769 SZ 33
64,F,404,En Couple,0,false,2311 NG 33
75,F,540,En Couple,0,false,9190 CV 20
30,F,464,En Couple,4,true,4183 WY 74
70,M,200,En Couple,3,false,4455 YQ 62
33,F,1311,Célibataire,0,false,2957 PS 95
41,M,185,Célibataire,0,false,9181 OB 46
24,M,470,En Couple,2,false,7994 SZ 43
40,M,1226,En Couple,4, ,4120 TG 28
65,M,406,En Couple,4,false,8350 JC 76
56,F,551,En Couple,0,false,8826 XU 84
22,F,448,En Couple,0,true,5167 NV 67
18,M,728,Célibataire,0,false,7370 GD 54
55,M,1110,En Couple,4,false,450 AX 36
29,F,447,En Couple,0,false,3630 DE 38
20,M,230,Célibataire,0,false,5984 NF 63
71,M,586,En Couple,2,false,1663 JM 38
65,M,1150,Célibataire,0,false,1490 SX 57
50,F,1032,Célibataire,0,false,4872 EF 42
44,M,599,En Couple,4,false,9381 FO 37
44,F,505,En Couple,3,false,1159 XU 49
50,F,569,Célibataire,0,false,2231 EG 56
45,M,400,En Couple,1,false,9098 DZ 65
80,M,499,En Couple,0,false,3975 UH 47
43,F,487,En Couple,0,false,1235 YG 35
31,M,565,En Couple,1,false,6136 TN 98
53,M,184,En Couple,0,false,772 AO 92
19,M,154,En Couple,1,false,4734 RF 12
21,M,941,En Couple,?,false,355 CI 91
66,M,1291,Célibataire,0,false,6846 EN 17
51,M,419,En Couple,0,false,9559 KQ 79
25,M,1091,Célibataire,0,false,4610 UP 30
70,F,414,En Couple,3,false,6904 NF 58
77,F,573,En Couple,1,false,5219 FS 31
62,F,178,En Couple,4,false,3394 DI 78
22,F,1300,En Couple,4,false,3677 HU 40
41,M,493,En Couple,1,false,8674 DX 44
75,F,499,En Couple,3,false,6893 FA 55
40,M,923,Célibataire,0,false,6167 JS 97
55,M,575,En Couple,4,false,2053 PT 79
24,M,226,En Couple,2,false,7394 NU 72
44,M,528,En Couple,0,false,247 WZ 81
79,M,424,En Couple,1,true,5702 UG 98
28,M,1107,En Couple,?,false,5846 XB 81
41,M,421,En Couple,3,false,9448 OI 60
20,F,208,En Couple,3,false,3864 EK 51
46,F,223,En Couple,0,false,6207 OX 85
77,M,445,En Couple,1,false,3253 KP 55
84,M,164,En Couple,4,false,8756 CI 30
20,M,459,Célibataire,0,false,8040 XN 20
60,M,537,Célibataire,0,false,1075 ZP 71
55,F,477,En Couple,0,false,7997 TG 55
25,M,541,En Couple,0,false,7752 CV 86
21,F,456,En Couple,4,false,5745 IF 54
40,F,890,En Couple,3,false,2706 WO 88
19,F,1392,Seul,0,false,5781 BQ 64
56,M,519,En Couple,1,false,3987 PO 59
18,F,774,En Couple,0,true,8427 YC 90
52,F,1075,Célibataire,0,false,2734 RC 93
24,F,599,En Couple,2,false,6966 VM 76
37,F,834,Célibataire,0,false,8503 XA 79
22,M,552,Célibataire,0,false,3102 OF 31
41,M,881,En Couple,1,false,1014 TY 57
23,M,199,En Couple,1,false,425 VU 55
18,F,598,En Couple,0,true,4244 CD 37
48,M,560,Célibataire,0,false,9571 PL 56
20,M,794,En Couple,0,false,5755 IB 14
40,F,455,En Couple,0,false,3702 CX 94
58,M,1003,Seul,0,false,5305 AB 75
41,M,531,Célibataire,0,false,8978 VK 47
32,M,209,En Couple,2,true,5229 DS 69
42,F,1379,En Couple,1,false,4006 YS 78
55,M,215,En Couple,2,true,9832 FZ 63
32,M,596,En Couple,4,true,612 ZY 30
24,Masculin,1330,En Couple, ,false,5950 ST 61
33,M,719,Célibataire,0,false,2081 EL 39
30,M,881,En Couple,2,false,1746 HK 54
25,F,460,En Couple,0,false,3505 UI 96
25,M,857,En Couple,3,false,2412 CC 42
45,M,497,En Couple,2,false,9519 YH 96
58,M,1284,En Couple,1,false,9030 LR 28
25,M,445,Marié(e),1,false,3699 OI 78
61,M,1177,En Couple,4,false,8634 LZ 65
32,M,448,En Couple,0,false,5145 TM 72
23,M,467,En Couple,1,true,6021 JE 46
76,F,585,En Couple,4,false,4224 QQ 73
28,M,512,Célibataire,0,false,1239 KX 76
41,M,241,Célibataire,0,false,2168 UC 34
40,M,428,En Couple,3,false,448 SY 89
57,M,1325,En Couple,1,false,1698 IL 28
26,F,540,En Couple,4,false,6148 NG 16
55,F,522,Seule,3,false,2484 WO 56
39,M,229,En Couple,0,false,840 IJ 69
52,F,975,En Couple,0,false,162 ZV 73
56,F,790,Célibataire,0,false,9378 LJ 57
20,M,1171,Célibataire,0,false,837 SY 46
27,M,488,Célibataire,0,false,396 BY 13
65,M,572,En Couple,4,false,8695 AE 65
62,F,525,En Couple,1,false,5136 GZ 37
21,M,840,En Couple,0,false,5973 AV 95
76,M,477,Célibataire,0,false,3005 AY 43
22,M,1024,En Couple,1,false,8923 UJ 20
83,M,1057,Célibataire,0,false,5184 PE 90
34,F,470,En Couple,1,true,8971 OL 86
24,F,1167,Seule,1,false,3788 KA 67
52,M,436,Célibataire,0,false,2646 LC 11
51,M,968,Célibataire,0,false,5410 QW 14
20,M,413,Célibataire,0,false,9360 WC 57
38,M,495,En Couple,1,false,41 RQ 46
63,M,972,Célibataire,0,false,7536 PP 73
42,M,527,En Couple,0,false,1894 QE 19
32,M,194,Célibataire,0,false,2909 HI 31
42,M,514,En Couple,0,false,6532 HS 11
20,M,546,En Couple,3,true,3649 CX 12
57,M,1243,En Couple,1,false,1278 LC 15
79,F,215,Célibataire,0,false,3514 UT 19
58,M,583,En Couple,1,false,2975 ZH 21
22,M,854,Célibataire,0,false,2659 TZ 29
28,M,237,En Couple,1,false,1544 SR 60
25,F,213,En Couple,0,false,1263 KL 85
47,M,566,En Couple,0,false,4042 SK 72
70,F,738,En Couple,2,false,5070 OV 29
32,M,1150,Célibataire,0,false,8919 IK 85
60,M,1366,En Couple,0,false,917 VU 83
43,M,528,En Couple,2,true,8741 MG 36
28,F,960,En Couple,4,false,5498 MU 33
25,M,225,En Couple,1,false,4090 AC 59
36,M,188,Célibataire,0,false,5525 TU 73
18,F,419,En Couple,4,false,7696 FA 86
52,M,170,En Couple,4,false,4992 YJ 57
32,M,841,Célibataire,0,false,3650 JD 59
48,M,160,Célibataire,0,false,1368 OL 16
20,M,1228,En Couple,2,true,1565 IH 21
83,M,473,En Couple,0,false,6889 DA 65
78,F,1117,Célibataire,0,false,9904 KJ 45
43,F,247,Célibataire,0,false,9828 IY 54
37,F,1146,En Couple,0,false,1899 IW 10
44,F,473,En Couple,0,true,2284 LD 29
74,M,167,En Couple,1,true,6755 DW 13
58,M,1208,En Couple,2,false,1380 EK 95
30,M,238,En Couple,2,false,6684 TH 65
68,F,1294,En Couple,3,false,9922 WU 48
32,F,574,Célibataire,0,false,7469 XD 62
31,M,799,Seule,3,false,991 US 91
67,M,411,En Couple,4,false,7327 DV 14
50,M,405,En Couple,4,false,8405 BX 40
26,M,435,En Couple,4,false,4910 YN 96
50,F,504,En Couple,0,false,1151 NE 57
50,M,522,Célibataire,0,false,5750 HC 42
66,M,535,Célibataire,0,false,1803 FR 39
29,M,196,Célibataire,0,false,4454 RP 57
45,M,512,Célibataire,0,false,5147 PW 13
71,F,463,En Couple,3,true,3824 JZ 10
22,M,453,En Couple,2,false,6655 VN 52
38,M,599,Célibataire,0,false,6598 HH 59
59,M,456,En Couple,3,true,9004 LL 51
39,M,808,Marié(e),3,false,9150 LG 37
21,F,1035,Célibataire,0,false,2295 HU 42
60,F,211,En Couple,1,false,4927 XW 35
77,M,519,Célibataire,0,false,6282 BR 63
37,F,1243,En Couple,3,false,6785 WZ 37
68,M,575,En Couple,4,false,1630 ZN 19
63,M,232,Célibataire,0,false,7344 AB 78
44,M,905,En Couple,3,false,5967 JN 63
66,F,599,En Couple,0,false,5433 WQ 42
20,F,1000,En Couple,0,false,9643 ME 63
57,M,481,En Couple,2,false,5355 HM 33
28,M,421,En Couple,1,false,3250 BB 45
72,M,185,En Couple,2,false,3191 PQ 95
24,M,459,En Couple,3,false,8823 IH 85
62,M,241,En Couple,2,false,9232 YO 80
22,M,1150,En Couple,3,false,1484 YU 83
77,F,449,Célibataire,0,false,8588 AS 37
80,M,785,En Couple,3,true,8490 SR 93
28,M,442,En Couple,1,false,5808 SK 36
33,M,163,En Couple,?,false,1526 PR 78
49,F,211,Célibataire,0,false,6534 QF 37
46,M,442,En Couple,4,false,8204 GX 45
23,M,575,En Couple,3,false,3834 UF 88
29,M,153,En Couple,2,false,3032 PW 25
84,M,424,En Couple,2,true,536 EK 29
84,F,190,En Couple,0,false,1624 PQ 70
21,M,1182,Célibataire,0,false,3712 LK 87
40,M,751,En Couple,1,false,8715 UR 86
66,M,1303,En Couple,1,false,9634 CB 50
19,M,408,En Couple,4,false,532 YG 22
42,F,525,En Couple,4,false,8482 WE 70
55,M,986,En Couple,1,false,5798 HQ 70
57,F,1114,En Couple,0,false,7972 GF 48
22,M,496,Célibataire,0,false,2905 DL 37
65,M,409,Célibataire,0,false,9040 SU 26
75,M,501,En Couple,2,false,1284 EA 71
34,F,986,Célibataire,0,false,9055 HU 97
60,M,?,En Couple,2,false,7632 AG 86
40,M,422,Célibataire,0,false,6891 JQ 38
18,M,546,En Couple,4,false,7211 RE 54
47,M,405,En Couple,1,false,2515 LE 70
19,M,1236,En Couple,0,false,8482 LK 75
28,M,1128,En Couple,1,false,9348 XM 31
32,M,811,En Couple,2,false,7749 CH 66
65,M,1241,Célibataire,0,false,3760 ML 86
24,F,1148,En Couple,3,false,7430 VZ 67
40,M,213,En Couple,0,false,1242 EH 20
64,M,450,En Couple,4,false,8953 CS 33
27,M,410,En Couple,4,false,616 HZ 36
51,F,465,En Couple,2,false,949 JF 11
28,M,1218,En Couple,4,false,1775 SP 91
28,M,186,Seule,1,false,2146 QI 60
32,F,1242,En Couple,4,false,9962 SX 65
52,M,414,En Couple,2,false,6345 LY 32
61,M,466,En Couple,4,false,499 HN 58
22,M,221,En Couple,1,false,870 AA 92
44,M,554,Célibataire,0,false,5976 JI 12
57,M,476,En Couple,4,false,2873 HI 36
69,M,1363,Célibataire,0,false,5719 PJ 35
50,M,542,Célibataire,0,false,8543 XF 27
81,M,246,Célibataire,0,false,8321 LN 98
23,M,816,En Couple,0,false,5613 TI 78
20,F,1193,Seule,3,false,2890 QQ 90
68,F,195,Célibataire,0,false,2486 LU 26
50,M,1271,Célibataire,0,false,1703 VZ 81
54,Masculin,226,Célibataire,0,false,6767 UC 72
22,F,506,Célibataire,0,false,1646 SZ 60
41,M,217,En Couple,0,false,1249 MF 91
37,M,460,En Couple,1,false,985 AS 82
36,F,480,En Couple,4,false,4167 IR 37
29,F,801,En Couple,4,false,4627 HA 69
50,M,1296,En Couple,4,true,1003 UP 58
54,M,211,En Couple,0,false,1208 HJ 42
76,M,874,Célibataire,0,false,1741 TZ 78
28,F,241,Célibataire,0,false,6809 RZ 94
59,M,1388,En Couple,2,true,4299 SX 73
47,F,232,En Couple,1,false,1109 KC 66
61,M,1341,Seule,2,false,1657 JY 28
23,M,733,En Couple,0,true,9137 YE 85
49,F,1328,En Couple,3,false,7739 HH 98
27,M,898,En Couple,1,false,6272 TR 29
77,M,210,En Couple,3,true,6598 TD 10
25,F,191,En Couple,1,false,7227 IL 78
49,M,434,Célibataire,0,false,2050 UF 45
26,M,465,En Couple,2,false,2906 ZK 20
70,F,522,En Couple,1,false,6282 HN 42
22,M,458,En Couple,1,false,8889 WW 71
45,M,1370,Célibataire,0,false,7385 JQ 60
19,M,401,Célibataire,0,false,3844 XJ 14
36,M,409,En Couple,4,true,9598 ME 75
61,F,999,En Couple,4,false,218 TC 95
65,F,822,Célibataire,0,false,9049 HE 72
36,M,1108,Célibataire,0,false,5244 NP 85
29,M,502,Célibataire,0,false,6395 VF 28
79,M,596,En Couple,3,true,9615 MJ 79
25,M,445,Célibataire,0,false,7593 QC 59
57,M,163,Célibataire,0,false,3526 XP 36
20,M,966,En Couple,0,false,2921 DK 91
29,M,799,En Couple,0,true,5768 XM 75
56,F,499,En Couple,0,false,1956 OL 15
59,M,535,Célibataire,0,false,8479 OS 51
48,M,447,En Couple,4,true,6930 GS 61
40,M,961,En Couple,2,true,5238 EI 64
20,M,1267,En Couple,3,false,8688 FR 86
46,F,1299,En Couple,0,true,8394 FQ 44
55,M,1155,Célibataire,0,false,12 BM 44
31,M,548,En Couple,2,false,2234 TQ 13
75,M,1350,En Couple,3,false,2503 MG 23
49,F,1147,Célibataire,0,false,247 AE 48
23,F,207,Célibataire,0,false,8658 VP 83
33,F,226,Seule,1,false,1556 VN 60
26,M,539,En Couple,1,false,865 ED 83
35,M,597,En Couple,3,false,8390 ZS 29
79,M,834,En Couple,4,false,8698 VA 41
32,M,208,Célibataire,0,false,3588 PE 82
82,M,439,Célibataire,0,false,8982 OI 13
36,M,403,En Couple,4,false,5431 SK 89
54,F,166,En Couple,4,false,9551 LJ 52
50,F,779,En Couple,4,false,2507 ZL 31
25,F,247,Célibataire,0,false,6112 IG 73
51,F,249,En Couple,0,false,8796 RU 72
